Job Title,Description Link,Company Name,Location,Experience ,Education Qualification,Year,Deadline,Date Posted,Source,location,desc,Company name,Deadline ,Job Type,Salary Amount
system administrator,,,,,,,,,CareerJet,Dhaka,"Job Context  BRTA HQ (Chairmanbari,Banani)   Job Responsibilities   Install and configure software and hardware  Manage network servers and technology tools  set up accounts and woâ¦",,,,
individuals and societies teacher,,,,,,,,,CareerJet,Dhaka,"Job Context  The Individuals & Societies and ESS consists of Civics and Citizenship, Economics and Business, Geography and History. It is offered across IBMYP and IBDP i.e. from Grâ¦",,,,
jr. executive - work study,,,,,,,,,CareerJet,"Gazipur, Dhaka",Job Context  Job Location : Gazipur   Job Responsibilities   Carry out systematic examination of the methods and activities  Improve the effective use of resources and set up the sâ¦,,,,
national sales manager,,,,,,,,,CareerJet,Dhaka,"Job Context   Attention Sales Professionals!  Proclean, the number one cleaning product brand in Bangladesh, is currently seeking a talented and experienced National Sales Manager â¦",,,,
executive/sr. executive- marketing & sales,,,,,,,,,CareerJet,Dhaka,Job Context   Following position for DTCL (Bravat & Nanogress Porcellanato) Sales & Marketing Division in the area of the whole country Bangladesh. Building Materials & Imported Saâ¦,,,,
strategic planner (event management/ advertising agency),,,,,,,,,CareerJet,Dhaka,"Job Context   Everyone can play more or less, but there are only few who can change the whole scenario. Are you the one?  At Ingenious, we are looking for a strategic planner.  If â¦",,,,
officer- chemical store,,,,,,,,,CareerJet,"Gazipur, Dhaka",Job Context  Gazipur.   Job Responsibilities   Can maintain stocks of chemical store independently.  Having knowledge on MSDS/ TDS/ Chemical symbols/ hazard symbols & use of PPE  Câ¦,,,,
virtual reality game operator,,,,,,,,,CareerJet,Rajshahi,Job Responsibilities  Managing Virtual Reality Game .   Employment Status   Full-time   Educational Requirements   SSC/HCS    Experience Requirements   1 to 2 year(s)    Additionalâ¦,,,,
r.p./r.s,,,,,,,,,CareerJet,Dhaka,"Job Context  R.P./R.S. (Paediatrics, Medicine, Obs. & Gynae)   Job Responsibilities  N/A   Employment Status   Full-time   Educational Requirements   As per the Rules/ Regulations â¦",,,,
hr executive,,,,,,,,,CareerJet,Chittagong,"Job Context   Smart and Energetic Persons are asked to apply for the position of University/Hospital HR Administration.  JOB LOCATION: BBMH, USTC, Foy`s Lake, Khulshi, Chattogram. â¦",,,,
director (planning & development),,,,,,,,,CareerJet,Chittagong,"Job Context   Director (Planning & Development), under the direction of the Chairman, Board of Trustees (BoT), USTC/JF and the Chairman of the Committee for Planning & Development,â¦",,,,
"senior executive, quality control",,,,,,,,,CareerJet,"Gazipur, Dhaka","Job Context  Job Location: Gojariapara, Bhawal Mirzapur, Gazipur Sadar, Gazipur.   Job Responsibilities   Analysis of in-process intermediate and bulk products.  Analysis of finishâ¦",,,,
assistant registrar,,,,,,,,,CareerJet,Dhaka,"Job Context  Assistant Registrar (Orthopaedics, Surgery, Obs. & Gynae, Dermatology. Medicine, Ophthalmology)   Job Responsibilities  N/A   Employment Status   Full-time   Educationâ¦",,,,
digital media qa processing (night shift),,,,,,,,,CareerJet,Dhaka,"Job Context   Looking for smart hardworking team members with good IT literacy and English speaking skill.  Joining from this March, 2023.  Available for Night Shift.    Job Responâ¦",,,,
ot incharge,,,,,,,,,CareerJet,"Savar, Dhaka","Job Context   An OT (Operation Theater) staff nurse is responsible for providing nursing care to patients before, during, and after surgical procedures in the operating room. This â¦",,,,
registrar,,,,,,,,,CareerJet,Dhaka,"Job Context  Registrar (Orthopaedics, Surgery, Obs. & Gynae)   Job Responsibilities  N/A   Employment Status   Full-time   Educational Requirements   As per the Rules/ Regulations â¦",,,,
deputy assistant manager,,,,,,,,,CareerJet,Dhaka,"Job Context   Summit Corporation Limited the holding Company of all power generating assets of Summit Group, located in Dhaka, invites suitable candidates for the following positioâ¦",,,,
business studies teacher,,,,,,,,,CareerJet,Dhaka,"Job Responsibilities   **Under the Direct Supervision of the Coordinator, the incumbent is required to discharge the following duties:  Implements instructional activities that conâ¦",,,,
system engineer for isp services,,,,,,,,,CareerJet,Dhaka,"Job Context  This vacancy is for a renovated divisional ISP technical engineering position   Job Responsibilities   â¢ Planning and Designing ISP Core, POP and Access Network.  â¢ Haâ¦",,,,
deputy manager (hrm & administration),,,,,,,,,CareerJet,Chittagong,"Job Context  A leading business enterprise is looking for a ""Deputy Manager - HRM & Administration"". If you are looking for a role where you can take the lead, we are waiting to weâ¦",,,,
professor - physiology,,,,,,,,,CareerJet,Dhaka,Job Responsibilities  N/A   Employment Status   Full-time   Educational Requirements   As per the Rules/ Regulations of BM&DC and the University of Dhaka    Job Location   Dhaka   â¦,,,,
diploma nurse,,,,,,,,,CareerJet,"Savar, Dhaka","Job Context   Nurse is able to make maximum contribution to the society as useful and productive individuals and citizens. Much of the nurses spent time with patients, monitoring tâ¦",,,,
"assistant manager, qc and training",,,,,,,,,CareerJet,Dhaka,"Company Description   NEXT Ventures is one of the largest digital business groups building FinTech products and solutions for the world from Bangladesh. We build unique products, eâ¦",,,,
program manager-agriculture value chain,,,,,,,,,CareerJet,"Jessore, Khulna","Description   Heifer International is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, natâ¦",,,,
finance associate ii,,,,,,,,,CareerJet,Dhaka,"The Finance Associate II will support the management of the finance and accounting functions for the country program. In addition to maintaining all financial files in good order, â¦",,,,
regional program manager,,,,,,,,,CareerJet,"Jessore, Khulna","Description   Heifer International is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, natâ¦",,,,
partnerships sales manager,,,,,,,,,CareerJet,Dhaka,"Partnerships Sales Manager About the company   IWG is the largest provider of flexible workspace solutions in the world. Trading under a number of brands (including Regus, Spaces, â¦",,,,
ps to managing director,,,,,,,,,CareerJet,"Mohammadpur, Dhaka",Job Context   ANH Enterprise Limited is one of the largest conglomerates in Bangladesh with an internationally recognized products operates across the country. ANH Enterprise Limitâ¦,,,,
seo specialist (job location: barishal sadar),,,,,,,,,CareerJet,Barisal,"Job Context   Zenith IT, a photo editing company, works globally and gives services to European and North American clients. We`ve spent the past 12 years perfecting our process, geâ¦",,,,
"beautician, spa and massage",,,,,,,,,CareerJet,"Khilkhet, Dhaka","Job Responsibilities   Beautycare.  All Body Massage.  Pedicure.  Manicure .  Facial, Spa.    Employment Status   Full-time   Workplace  Work at office    Educational Requirements â¦",,,,
probationary officer,,,,,,,,,CareerJet,"Demra, Dhaka",Job Responsibilities   Supervise the production and Evaluate work output.  Ensure daily production target as per planning.  Follow-up the priorities of production order for smooth â¦,,,,
business analyst,,,,,,,,,CareerJet,"Uttara, Dhaka",Job Context   International Trimming & Labels (ITL) Group is a UK-based Multinational company and manufacturer of garments accessories. ITL Group has global operations in 14 countrâ¦,,,,
telesales executive (night shift),,,,,,,,,CareerJet,Dhaka,Job Context   This is a permanent job with a guaranteed salary (on time) for those who speak and understand English properly and fluently.  Candidates have to work 8 to 10 hours beâ¦,,,,
company secretary,,,,,,,,,CareerJet,"Dhanmondi, Dhaka",Job Responsibilities   Ensure compliance requirements of Bangladesh E-Commerce Merchant Association.  Arrange meetings of the organization.  Arrange General Meetings of the organizâ¦,,,,
sr. electrical engineer,,,,,,,,,CareerJet,Bangladesh,Job Context  A reputed Construction Company in Bangladesh is looking for a dynamic and experienced professional for the position of Senior Electrical Engineer   Job Responsibilitieâ¦,,,,
marketing & recovery officer,,,,,,,,,CareerJet,Bangladesh,"Job Context  Islamic Finance and Investment Limited (IFIL), the first Islamic Shariah-based Financial Institution of the country is looking for some bright candidates on contractuaâ¦",,,,
senior officer/ assistant manager (marketing & sales),,,,,,,,,CareerJet,Bangladesh,Job Context  This is full time job and we are looking for competent personnel to take the challenge and the ownership of the marketing to take the company to the next level of exceâ¦,,,,
"service engineer, customer care (mobile division)",,,,,,,,,CareerJet,Bangladesh,"Job Responsibilities   Ability to understand PCBA, Chipset, Diagram, IC and all GSM/ CDMA terms and details in the mobile device engineering.  Dealing with DOA / DAP Handset.  Abilâ¦",,,,
executive/ sr. executive - sales & recovery (tractor),,,,,,,,,CareerJet,Bangladesh,Job Responsibilities   Identify new prospects and generate sales for Tractors.  Collect & recover Monthly EMIs of regular files.  Must visit market on a regular basis.  Develop andâ¦,,,,
trade finance information specialist,,,,,,,,,CareerJet,Bangladesh,Job Context  Short-Term Technical Assistance   Job Responsibilities  Visit this link to view detail: https://hotjobs.bdjobs.com/jobs/intdevg/intdevg38.html   Employment Status   Coâ¦,,,,
"associate relationship manager, corporate banking",,,,,,,,,CareerJet,Bangladesh,"Job Responsibilities   Conduct and ensure that account transactions comply with account operation instructions, transaction guidelines, and call confirmation and are backed by custâ¦",,,,
"technical software instructor (civil engineering) cadd centre, pathapath",,,,,,,,,CareerJet,Bangladesh,Job Context  A Technical Software Instructor (Civil) should be responsible for teaching technical software to students or professionals. The job may involve teaching a range of sofâ¦,,,,
"manager, operation (dairy)",,,,,,,,,CareerJet,Bangladesh,Job Responsibilities   Prepare business plan and execute new project.  Effectively manage the overall operation & function of a dairy farm to achieve its targeted production.  Respâ¦,,,,
project store incharge,,,,,,,,,CareerJet,Bangladesh,"Job Responsibilities   Responsible for managing the timely receipt of material/items at stores/stack yard, ensuring proper storage and maintaining inventory through the computer syâ¦",,,,
